M01,블루마운틴/씨라이프,http://cfile229.uf.daum.net/original/241E5748538A62BF1A99B7,To the End of the Earth,Jessica Mauboy,dDXOdgZfOhg
M02,포트스테판,http://cfile234.uf.daum.net/image/232E0138538A6FBA061C65,Saturday Night,Jessica Mauboy,NwiEGWRhTok
M03,센트럴코스트,http://cfile217.uf.daum.net/image/2162A740538A7D851BA7E2,Never Be the Same,Jessica Mauboy,F-YE0JA6wkg
M04,시드니,http://cfile240.uf.daum.net/image/23355F40538A8048280536,Sea of Flags,Jessica Mauboy,Ohr5iZt0s1A
N01,황룡동굴,http://cfile293.uf.daum.net/image/215CF24F5705CC7222504D,梦里,林心如 (紫薇) & 周杰 (尔康),mbw3htxAAEA
N02,보봉호/매력상서쇼,http://cfile298.uf.daum.net/image/211B8B4D5705CD0B24257D,對歌對到日落坡,苗族音樂,RFJYynJecP8
N03,황석채/양가계,http://cfile246.uf.daum.net/image/277437485705CE051AC870,浏阳河,宋祖英,ZYBpysy5oqY
N04,원가계,http://cfile300.uf.daum.net/image/246CF44A5705CE98335239,信天游,程琳,XqiuwOmPVa4
N05,십리화랑,http://cfile283.uf.daum.net/image/2763F0485705CF292D2049,山歌好比春江水,周旋,PjSxmcsE08Y
N06,대협곡,http://cfile258.uf.daum.net/image/213F94505705CFC026E3EA,天涯明月刀 (천애명월도),邓紫棋,opknK0-tVzU
N07,천문산,http://cfile275.uf.daum.net/image/23737A4C5705D0CD291401,康定情歌 (강정정가),劉紫玲(Liu zi ling),6dTQhEtqnYU
O01,비엔나(오),http://cfile262.uf.daum.net/image/9919E23C5BF0F6051A3EBF,Wolken bleiben niemals lang,Monika Martin,-bmdd1Zr4gU
O02,프라하(체),http://cfile298.uf.daum.net/image/993D92385BF0F6DB1257A9,Akorát(오직),DAVID DEYL,B2s8c6PnJiE
O03,체스키크롬로프(체),http://cfile265.uf.daum.net/image/99BDA0375BF0FAB7237646,Adele's A Million Years Ago_Chopin's Waltz Op.64 No.2(백만년 전에),DAVID DEYL,kLopRLuD1Xw
O04,잘츠카머구트(오),http://cfile284.uf.daum.net/image/99C5B5365BF0FC821A0AEC,V Ozvěnách,David Deyl,4ZJblygYwxA
O05,잘츠부르크(오),http://cfile295.uf.daum.net/image/995631345BF0FFFA2B9F6E,Es War Doch Alles Nur Ein Traum(그저 스쳐 지나가는 꿈이었던가),Monika Martin,DDCCDxB0E9U
O06,블레드(슬),http://cfile245.uf.daum.net/image/99DC3B3A5BF102772D24D8,My Way Is My Decision,Tina Maze,0qcEVMS4sFI
O07,자그레브(크),http://cfile275.uf.daum.net/image/9932E8365BF103DA22371F,Tako je stipa volio Anu(스티파와 아누의 영원한 사랑),Maja Blagdan,NUdBK0Vcleg
O08,플리트비체/자다르(크),http://cfile284.uf.daum.net/image/9990D0415BF1062136977B,Sedam Suza(일곱방울 눈뭏),Maja Blagdan,oboWsFrho-s
O09,두브로브니크(크),http://cfile286.uf.daum.net/image/99CD9E385BF107E1385958,Nisi Ti Za Male Stvari,Zeljko Samardzic,VMe-zcELXNk
O10,스플리트/트로기르(크),http://cfile248.uf.daum.net/image/99982B4B5BF10EC00B480B,Ne Spominji Ljubav,Zeljko Samardzic,VbQf3jyamxk
